id,name,Weighted Average Verification Age (Days),Merchants per Capita,Merchants per km²,Score,population,area_km2,total_merchants,weighted_total_merchants,up_to_date_elements,up_to_date_percent,Average Verification Age (Days),id (Latest Report),date,average_verification_date,grade,legacy_elements,outdated_elements,total_elements,total_elements_atms,total_elements_lightning,total_elements_lightning_contactless,total_elements_onchain
111,Lumumbashi,0,0.0000000000,0.0000000000,0.29999892652599003,111859928,3.08,0,0.0,0,0,None,153263,2024-01-29,,,0,0,0,0,0,0,0
408,Jednadvacet Brno,334.37,0.0000962073,0.2069625923,0.40396280703213727,696413,323.73,67,47.57,52,71,322,166637,2025-01-01,2024-03-07 00:00:00,,0,21,73,6,24,2,15
409,Jednadvacet Liberec,363.27,0.0002234866,0.0175579779,0.3294532701404685,107389,1366.9,24,13.68,15,57,362,164888,2024-11-09,2024-01-27 00:00:00,,0,11,26,2,6,0,2
410,Jednadvacet Mělník,393.5,0.0001980002,0.0821186615,0.3043587067788172,20202,48.71,4,2.0,2,50,422,162897,2024-09-17,2023-11-28 00:00:00,,0,2,4,0,1,0,0
411,Jednadvacet Praha,334.59,0.0000933780,0.3441708611,0.6816753470177284,2709418,735.1,253,174.57,188,69,321,167330,2025-01-20,2024-03-08 00:00:00,,0,84,272,19,80,22,67
536,Porto Alegre Bitcoin,160.34,0.0000267831,0.1569253275,0.5501583006575426,4405769,751.95,118,114.46,115,97,155,167396,2025-01-23,2024-08-21 00:00:00,,0,3,118,0,114,92,113
419,Kiveclair - Beercoin Goma,0,0.0000000000,0.0000000000,0.29983096966709816,2000000,484.98,0,0.0,0,0,None,153420,2024-01-29,,,0,0,0,0,0,0,0
577,Satoshi Spritz Torino,364.0,0.0000271455,0.1201420811,0.32509345859505795,847287,191.44,23,11.5,13,50,363,167312,2025-01-20,2024-01-26 00:00:00,,0,13,26,3,14,2,12
219,₿itcoin Sénégal - Dakar,365.0,0.0000015235,0.0061033915,0.29965737358434885,3938358,983.06,6,0.0,0,0,683,159293,2024-05-29,2023-03-12 00:00:00,,0,6,6,0,4,1,3
660,Zwolle Bitcoinstad,217.67,0.0000771605,0.0793470868,0.3262801211520546,181440,176.44,14,12.04,13,86,195,167198,2025-01-17,2024-07-12 00:00:00,,0,2,15,1,14,1,7
6,Abidjan Bitcoin Meetup,150.0,0.0000002042,0.0000179211,0.19643876721665327,29389150,334800.76,6,6.0,6,100,150,166276,2024-12-20,2024-08-26 00:00:00,,0,0,6,0,4,0,4
77,Bitcoin Berlin - El Salvador,186.16,0.0070838253,16.2580645161,0.5425852032485052,17787,7.75,126,110.88,113,88,164,167335,2025-01-21,2024-08-12 00:00:00,,0,14,127,1,126,6,11
438,Libreville Bitcoin MeetUp,220.0,0,0.0002607066,0.30085097286843093,0,3835.73,1,1.0,1,100,220,160045,2024-06-19,2024-06-17 00:00:00,,0,0,1,0,0,0,1
196,Bitcoiners in Chiang Mai,149.0,0.0000108514,0.0005839070,0.32068232323173174,1198000,22263.82,13,13.0,13,100,149,167275,2025-01-19,2024-08-27 00:00:00,,0,0,13,0,11,3,5
423,Koh Pha Ngan BTC,180.0,0.0005944125,0.0321612350,0.3130620292474186,10094,186.56,6,6.0,6,100,180,164746,2024-11-05,2024-07-27 00:00:00,,0,0,6,0,6,1,4
43,Bamako,0,0.0000000000,0.0000000000,0.2999002854174539,119287,286.1,0,0.0,0,0,None,153233,2024-01-29,,,0,0,0,0,0,0,0
654,Yirmibir Istanbul,402.85,0.0000006313,0.0008886930,0.30614223977519395,15840900,11252.48,10,4.6000000000000005,6,46,447,166599,2024-12-30,2023-11-03 00:00:00,,0,7,13,3,4,1,7
107,Congo,472.5,0.0000000179,0.0000008367,0.002187841850289107,111859928,2390297.56,2,1.0,1,50,580,155619,2024-03-04,2023-06-23 00:00:00,,0,1,2,0,2,1,2
732,Bitcoin Breda,145.0,0.0000123148,0.0294117647,0.3087342983965761,324812,136,4,4.0,5,100,145,165241,2024-11-19,2024-08-31 00:00:00,,0,0,5,1,4,1,3
284,Einundzwanzig Ingolstadt,365.0,0.0000144911,0.0150500414,0.29998332132339206,138016,132.89,2,0.0,0,0,781,162568,2024-09-06,2022-12-04 00:00:00,,0,2,2,0,1,0,1
731,Metz,365.0,0.0000165462,0.0010231016,0.29975465314033956,120874,1954.84,2,0.0,0,0,479,164392,2024-10-27,2023-10-02 00:00:00,,0,2,2,0,2,1,2
116,Bitcoin Lille,387.25,0.0000015335,0.0020462033,0.30194249499062864,2608346,1954.84,4,1.0,1,25,454,162933,2024-09-18,2023-10-27 00:00:00,,0,3,4,0,3,0,3
704,Yes Bitcoin Haiti,0,0.0000000000,0.0000000000,0.291106797598873,11470261,70858,0,0.0,0,0,None,158485,2024-05-10,,,0,0,0,0,0,0,0
712,Bitcoin Twente,249.5,0.0000047879,0.0018018018,0.304713674364428,626586,1665,3,2.25,3,75,211,167223,2025-01-18,2024-06-26 00:00:00,,0,1,4,1,3,0,4
567,Saint-Nazaire,22.0,0.0000139107,0.0204415372,0.30218170202893563,71887,48.92,1,1.0,1,100,22,166678,2025-01-02,2025-01-01 00:00:00,,0,0,1,0,1,1,0
117,Bitcoin Liège,0,0.0000000000,0.0000000000,0.299978875851758,195278,168.31,0,0.0,0,0,None,153266,2024-01-29,,,0,0,0,0,0,0,0
735,BeCrypto Nivelles,0,0.0000000000,0.0000000000,0.29999239425237084,29070,60.6,0,0.0,0,0,None,162605,2024-09-07,,,0,0,0,0,0,0,0
734,BeCrypto Soignies,0,0.0000000000,0.0000000000,0.29998603479309077,28523,111.27,0,0.0,0,0,None,162606,2024-09-07,,,0,0,0,0,0,0,0
69,Bitcoin Andorra,368.0,0.0000500770,0.0085653105,0.3043170717510266,79877,467.0,4,2.0,2,50,371,165070,2024-11-14,2024-01-18 00:00:00,,0,2,4,0,3,1,1
1,2140 Bilbo,393.67,0.0000087177,0.0272479564,0.30215214506851934,344129.0,110.1,3,0.99,1,33,451,167044,2025-01-12,2023-10-30 00:00:00,,0,2,3,0,1,1,3
738,Bitcoin People Brescia,405.13,0.0002195357,0.0065907729,0.32900427552486766,200423,6676,44,13.64,14,31,494,167313,2025-01-20,2023-09-17 00:00:00,,1,31,45,1,23,2,27
736,Kent Bitcoin,108.0,0.0000018830,0.0007004436,0.3060259774139734,1593191,4283,3,3.0,3,100,108,164615,2024-11-02,2024-10-07 00:00:00,,0,0,3,0,2,0,3
44,Bitcoiners in Bangkok,167.07,0.0000019827,0.0185427923,0.36071322983474424,14626225,1563.95,29,27.84,28,96,160,167368,2025-01-21,2024-08-16 00:00:00,,0,1,29,0,15,3,4
741,Bitcoin Liverpool,223.0,0.0000020130,0.0052200240,0.3021637984002343,496770,191.57,1,1.0,1,100,223,163863,2024-10-13,2024-06-14 00:00:00,,0,0,1,0,1,1,0
671,Bitcoin Powerhouse,209.0,0,0,0.3350054696046257,,,16,16.0,16,100,209,167056,2025-01-13,2024-06-28 00:00:00,,0,0,16,0,2,1,2
678,Shiraz,144.0,0.0000011111,0.0034188034,0.30430226187940546,1800000,585,2,2.0,2,100,144,164891,2024-11-09,2024-09-01 00:00:00,,0,0,2,0,1,0,0
675,Isfahan,0,0.0000000000,0.0000000000,0.2998974604651314,3989070,817,0,0.0,0,0,None,153866,2024-01-29,,,0,0,0,0,0,0,0
674,Tehran,365.0,0.0000002532,0.0042417815,0.29988164653441723,15800000,943,4,0.0,0,0,473,167344,2025-01-21,2023-10-08 00:00:00,,0,4,4,0,1,1,1
679,Qom,0,0.0000000000,0.0000000000,0.29994979704535196,1260000,400,0,0.0,0,0,None,153870,2024-01-29,,,0,0,0,0,0,0,0
